"from","to","edge_type"
"MAX","DYM","tf_regulation"
"FOXP1","ALG13","tf_regulation"
"YY1","C1S","tf_regulation"
"MBD4","TMC8","tf_regulation"
"ZBTB33","CD320","tf_regulation"
"REST","MARCH5","tf_regulation"
"MYCN","SEPT3","tf_regulation"
"POU2F2","MSANTD2","tf_regulation"
"NFATC1","ZEB2-AS1","tf_regulation"
"FOS","WDR13","tf_regulation"
"STAT3","LOC91450","tf_regulation"
"SP2","TOMM40","tf_regulation"
"ZNF384","ATP6V0A4","tf_regulation"
"STAT1","USP12","tf_regulation"
"ZNF143","CRELD2","tf_regulation"
"EGR1","ADAR","tf_regulation"
"RUNX3","CDK6","tf_regulation"
"E2F1","RXRG","tf_regulation"
"ZBTB33","TNFAIP1","tf_regulation"
"MET","PHLDB1","receptor_regulation"
"FOXD1","LRCH1","tf_regulation"
"TET1","OGFOD2","tf_regulation"
"STAT3","AP4E1","tf_regulation"
"MYC","LY6G6C","tf_regulation"
"SREBF1","ITPRIPL1","tf_regulation"
"MAFF","CPXM1","tf_regulation"
"PRDM1","FABP3","tf_regulation"
"TEAD4","NUMBL","tf_regulation"
"PAX5","ASCC3","tf_regulation"
"KDM5B","CHD1L","tf_regulation"
"FOS","GABARAPL2","tf_regulation"
"PBX1","LAMB3","tf_regulation"
"FOXP3","QSOX1","tf_regulation"
"YY2","ERI1","tf_regulation"
"TBP","SLC16A1","tf_regulation"
"ELK1","ING1","tf_regulation"
"CEBPD","OS9","tf_regulation"
"CEBPB","FPGS","tf_regulation"
"GABPA","H3F3B","tf_regulation"
"MYC","SF3A1","tf_regulation"
"USF1","ERGIC2","tf_regulation"
"PPARG","AKR1E2","tf_regulation"
"HMX1","ARHGDIB","tf_regulation"
"ELK1","DBF4","tf_regulation"
"EOMES","MOV10","tf_regulation"
"GATA3","STK36","tf_regulation"
"NR2F2","MTCL1","tf_regulation"
"JUN","COPS7B","tf_regulation"
"MYOD1","CCDC92","tf_regulation"
"HMGN3","GRB10","tf_regulation"
"FGFR3","PSMD8","receptor_regulation"
"TEAD4","SMAD2","tf_regulation"
"ERBB2","AXL","receptor_regulation"
"MXI1","CCNT1","tf_regulation"
"SOX11","LOC642423","tf_regulation"
"JUND","PLEKHG6","tf_regulation"
"CREB1","KIF17","tf_regulation"
"ZNF281","NANOG","tf_regulation"
"NRF1","PIBF1","tf_regulation"
"GTF2B","TFPI","tf_regulation"
"SPI1","IKBKB","tf_regulation"
"ETS1","APMAP","tf_regulation"
"MYC","RAP1GAP2","tf_regulation"
"MYOD1","DUSP1","tf_regulation"
"GATA4","FKBP14","tf_regulation"
"RARA","DDX53","tf_regulation"
"SETDB1","PPP1R12A","tf_regulation"
"SMAD9","ZNF587","tf_regulation"
"NFYB","DLG3","tf_regulation"
"RXRA","APOBEC3G","tf_regulation"
"REST","EOGT","tf_regulation"
"NFE2","ETFDH","tf_regulation"
"GATA3","MFSD11","tf_regulation"
"MEF2A","TNFRSF11B","tf_regulation"
"HMGN3","MESP1","tf_regulation"
"CREB1","AKAP8L","tf_regulation"
"HINFP","SMR3B","tf_regulation"
"NFATC1","VRK2","tf_regulation"
"EOMES","ZNF706","tf_regulation"
"TEAD4","GNPAT","tf_regulation"
"SPI1","IPMK","tf_regulation"
"POU5F1","RDH10","tf_regulation"
"ELK1","MIR554","tf_regulation"
"JUND","TANGO6","tf_regulation"
"TAL1","CNOT2","tf_regulation"
"PAX2","HOXB5","tf_regulation"
"FOXC1","MMP11","tf_regulation"
"ZNF148","SLC6A8","tf_regulation"
"PDX1","XDH","tf_regulation"
"TCF3","CNOT8","tf_regulation"
"NFYA","MRPL4","tf_regulation"
"MYOD1","LBX1","tf_regulation"
"STAT4","PSMD3","tf_regulation"
"FLI1","TPM4","tf_regulation"
"ATF4","TMEM39A","tf_regulation"
"YY1","PPIL6","tf_regulation"
"RFX1","MFN1","tf_regulation"
"MYB","MPO","tf_regulation"
"STAT3","CD163","tf_regulation"
"HNF4G","MTHFD1L","tf_regulation"
"NFIC","LANCL1","tf_regulation"
"ZNF143","ARNTL","tf_regulation"
"E2F1","ST14","tf_regulation"
"E2F1","CDCA7L","tf_regulation"
"MYC","HSD17B11","tf_regulation"
"SETDB1","CSNK2A1","tf_regulation"
"KDM5B","PYGO1","tf_regulation"
"ETS2","RAB11FIP3","tf_regulation"
"E2F4","TMEM33","tf_regulation"
"E2F6","SLC25A48","tf_regulation"
"ZBTB33","SLC11A1","tf_regulation"
"SNAI1","HRASLS","tf_regulation"
"JUN","GUCY2C","tf_regulation"
"ZFX","ZNF263","tf_regulation"
"TFAP2C","PQLC3","tf_regulation"
"SRF","ANP32E","tf_regulation"
"CEBPB","RAD51D","tf_regulation"
"FGFR3","MARCH7","receptor_regulation"
"KLF4","IMPDH2","tf_regulation"
"BACH1","SNX15","tf_regulation"
"STAT3","USP27X","tf_regulation"
"E2F3","CHRNB3","tf_regulation"
"ELK1","ZFX","tf_regulation"
"TFDP2","AP1S1","tf_regulation"
"MEIS1","TSSK3","tf_regulation"
"RUNX3","REXO4","tf_regulation"
"ETS1","HIST1H2AD","tf_regulation"
"AIRE","MZT2A","tf_regulation"
"CLOCK","CYB5B","tf_regulation"
"JUN","COL6A3","tf_regulation"
"SPI1","BIRC6","tf_regulation"
"CREB1","MYL6","tf_regulation"
"MAZ","LILRB4","tf_regulation"
"ZFPM2","RPS6KA2","tf_regulation"
"LTBR","GDF3","receptor_regulation"
"POU5F1","MRGPRX2","tf_regulation"
"TP63","ANAPC2","tf_regulation"
"MAZ","CBWD3","tf_regulation"
"TFAP2A","SLC2A6","tf_regulation"
"MYC","IGFALS","tf_regulation"
"ATF2","WDR48","tf_regulation"
"GATA3","IRF9","tf_regulation"
"CUX1","CTCF","tf_regulation"
"SPI1","PRSS27","tf_regulation"
"CEBPD","XIAP","tf_regulation"
"SREBF1","LBX1","tf_regulation"
"ETS2","HBEGF","tf_regulation"
"E2F6","RHOA","tf_regulation"
"ZBTB7A","RBMS1","tf_regulation"
"HNF4A","CCR1","tf_regulation"
"RXRA","FADS6","tf_regulation"
"MYC","MIR1178","tf_regulation"
"TBP","EXOSC3","tf_regulation"
"EMX2","SF1","tf_regulation"
"SOX2","ARHGAP1","tf_regulation"
"TFAP2A","LHX2","tf_regulation"
"E2F1","DOCK6","tf_regulation"
"GATA2","MYH13","tf_regulation"
"MYC","NABP2","tf_regulation"
"REST","AMER3","tf_regulation"
"SP1","MAPK8","tf_regulation"
"GATA1","UBE2U","tf_regulation"
"TBP","RAG1","tf_regulation"
"CEBPB","MFSD2A","tf_regulation"
"ZNF354C","ASB8","tf_regulation"
"YY1","GPR18","tf_regulation"
"STAT3","GATA2","tf_regulation"
"GABPA","RAB1B","tf_regulation"
"KDM5B","SMARCA5","tf_regulation"
"MYC","MYH13","tf_regulation"
"USF1","PRDM10","tf_regulation"
"WT1","M6PR","tf_regulation"
"NFKB1","VCAN","tf_regulation"
"MAZ","FOXA2","tf_regulation"
"SMAD4","NOS1AP","tf_regulation"
"TCF7L2","MST1P2","tf_regulation"
"CEBPB","MIR1206","tf_regulation"
"SETDB1","ATAD5","tf_regulation"
"IRF3","PEX19","tf_regulation"
"STAT5A","CXXC1","tf_regulation"
"RARA","PHEX-AS1","tf_regulation"
"ELF1","CNPPD1","tf_regulation"
"MAZ","RTN3","tf_regulation"
"E2F1","RPL7","tf_regulation"
"LEF1","TNNC1","tf_regulation"
"ESR2","CCL20","receptor_regulation"
"RUNX1","MXI1","tf_regulation"
"SOX2","NIP7","tf_regulation"
"BATF","ENOSF1","tf_regulation"
"HNF4A","RAB17","tf_regulation"
"JUN","HDAC4","tf_regulation"
"REST","EIF4E2","tf_regulation"
"GATA2","GPR155","tf_regulation"
"FOXM1","SOCS4","tf_regulation"
"FOXH1","HOXD9","tf_regulation"
"JUN","ZNF860","tf_regulation"
"MYBL2","SPATA33","tf_regulation"
"CREB1","DTNBP1","tf_regulation"
"RARA","ST6GALNAC6","tf_regulation"
"SPI1","HYPK","tf_regulation"
"NR3C1","CYB5R4","tf_regulation"
"NRF1","RWDD2B","tf_regulation"
"FOXC1","IRX5","tf_regulation"
"RELB","TNFSF13B","tf_regulation"
"LEF1","ATP1B3","tf_regulation"
"YY1","MADD","tf_regulation"
"TCF3","SENP5","tf_regulation"
"ETS1","WEE1","tf_regulation"
"TCF3","TMEM14B","tf_regulation"
"STAT3","RAPGEFL1","tf_regulation"
"ZBTB7A","JKAMP","tf_regulation"
"PAX4","IL2","tf_regulation"
"MAFF","ARID4A","tf_regulation"
"BATF","EPM2AIP1","tf_regulation"
"USF2","TSPAN10","tf_regulation"
"BHLHE40","ZNF566","tf_regulation"
"POU2F2","EXD1","tf_regulation"
"TFDP1","H6PD","tf_regulation"
"CREB1","FBXW8","tf_regulation"
"TCF4","ARL4D","tf_regulation"
"FOXH1","PDHB","tf_regulation"
"DLX5","VWA8","tf_regulation"
"RUNX1","TRIM44","tf_regulation"
"NR2F2","SAYSD1","tf_regulation"
"E2F1","PNN","tf_regulation"
"RFX1","KIAA1456","tf_regulation"
"ESR2","EIF1AD","receptor_regulation"
"GATA6","ABCA8","tf_regulation"
"MEIS1","DARS","tf_regulation"
"ZBTB7A","EDF1","tf_regulation"
"BHLHE40","ZC2HC1A","tf_regulation"
"MAFK","ABL1","tf_regulation"
"ERBB2","MAP4K2","receptor_regulation"
"EGR1","DSCAML1","tf_regulation"
"SP1","DNMT3B","tf_regulation"
"ERG","PSMD6","tf_regulation"
"FOXL1","AP1S2","tf_regulation"
"CREB1","RECQL5","tf_regulation"
"STAT6","CNGA2","tf_regulation"
"ETS1","ATP6V1H","tf_regulation"
"STAT3","SLC30A1","tf_regulation"
"TFAP2A","METAP1D","tf_regulation"
"SPEN","NCOR1","tf_regulation"
"MYBL2","ELP4","tf_regulation"
"E2F6","LRAT","tf_regulation"
"BHLHE40","CHD3","tf_regulation"
"MEIS1","KLF7","tf_regulation"
"JUND","CLGN","tf_regulation"
"GTF2B","CYP2R1","tf_regulation"
"ELK4","TAF3","tf_regulation"
"MAX","POLD2","tf_regulation"
"YY1","LOXHD1","tf_regulation"
"MEF2A","OS9","tf_regulation"
"ARID3A","MSL1","tf_regulation"
"SP1","CDKN2B","tf_regulation"
"MAFA","BCL2L13","tf_regulation"
"MAFA","CARS","tf_regulation"
"NANOG","DAGLA","tf_regulation"
"SP1","BCLAF1","tf_regulation"
"ETS2","BIN1","tf_regulation"
"SP4","WFDC3","tf_regulation"
"TET2","ASPA","tf_regulation"
"STAT5B","GLB1L2","tf_regulation"
"IRF2","GINS1","tf_regulation"
"POU5F1","MCC","tf_regulation"
"TEAD4","SNORA64","tf_regulation"
"ZBTB33","TMEM88","tf_regulation"
"HNF4G","SF3B6","tf_regulation"
"GATA1","KIAA0319L","tf_regulation"
"SRF","PSD","tf_regulation"
"STAT3","PCDH7","tf_regulation"
"FOXJ1","LAMTOR4","tf_regulation"
"ELK1","HP1BP3","tf_regulation"
"ZNF263","IQCG","tf_regulation"
"HLF","NREP","tf_regulation"
"PBX3","ZNF574","tf_regulation"
"HAND1","ITGA1","tf_regulation"
"AIRE","ODC1","tf_regulation"
"NFIC","UOX","tf_regulation"
"MBD4","EBF4","tf_regulation"
"GATA3","FTSJ1","tf_regulation"
"MYOD1","BMPR2","tf_regulation"
"IRF8","CPEB4","tf_regulation"
"ELK1","EGR3","tf_regulation"
"FOXC1","MRPL53","tf_regulation"
"STAT5A","SNORA78","tf_regulation"
"PITX2","ZNF436","tf_regulation"
"REST","HNRNPR","tf_regulation"
"EGR2","SDHAF1","tf_regulation"
"NOTCH1","PNLDC1","receptor_regulation"
"RREB1","PTPN3","tf_regulation"
"SP1","MAP3K12","tf_regulation"
"ELK1","TWF2","tf_regulation"
"E2F4","NRXN3","tf_regulation"
"FOXA1","CCDC183","tf_regulation"
"GFI1","ZNF341","tf_regulation"
"MAZ","MORF4L2","tf_regulation"
"YY1","USF1","tf_regulation"
"TCF7L2","TFPI","tf_regulation"
"CTCF","WWC3","tf_regulation"
"NFE2L2","SLC25A23","tf_regulation"
"SIX5","ZCCHC7","tf_regulation"
"MXI1","CIRBP-AS1","tf_regulation"
"MBD4","ZNF250","tf_regulation"
"CBX2","PRNP","tf_regulation"
"FOSB","BCOR","tf_regulation"
"MAX","MEOX1","tf_regulation"
"RXRA","ZNRF3","tf_regulation"
"NR3C1","COPS3","tf_regulation"
"MXI1","MIR3917","tf_regulation"
"ESR1","GALNT16","receptor_regulation"
"EBF1","DGKI","tf_regulation"
"ELK1","MIR449C","tf_regulation"
"SP1","ZNF330","tf_regulation"
"MEF2C","NPAT","tf_regulation"
"SRF","ZNF91","tf_regulation"
"MAZ","TUBA8","tf_regulation"
"ETS1","HEY1","tf_regulation"
"FOXF2","TRIM60","tf_regulation"
"NR1D1","PCDH19","tf_regulation"
"KLF7","HEATR6","tf_regulation"
"ARNT","CEP68","tf_regulation"
"POU2F2","JAG2","tf_regulation"
"ETS1","NECAP2","tf_regulation"
"JUN","GSR","tf_regulation"
"TAL1","SIVA1","tf_regulation"
"ZBTB33","PPP1R35","tf_regulation"
"EOMES","CCKBR","tf_regulation"
"CREB1","DNAJC7","tf_regulation"
"STAT1","SECTM1","tf_regulation"
"ETS1","TMEM102","tf_regulation"
"E2F1","NUDT6","tf_regulation"
"SETDB1","PNPT1","tf_regulation"
"MEF2A","MIR3606","tf_regulation"
"FOXC1","ALKBH2","tf_regulation"
"TCF3","MIR493","tf_regulation"
"SPI1","CHD9","tf_regulation"
"HOXA5","PPIL2","tf_regulation"
"FOXJ1","LMNA","tf_regulation"
"CREB1","CUL1","tf_regulation"
"BHLHE40","SF3B5","tf_regulation"
"MYC","TMEM201","tf_regulation"
"STAT5B","ZNF471","tf_regulation"
"POU5F1","FGF4","tf_regulation"
"CREB1","P2RY2","tf_regulation"
"RUNX3","WWC1","tf_regulation"
"FOS","KPNA3","tf_regulation"
"ELK4","SLC50A1","tf_regulation"
"GATA2","PITX2","tf_regulation"
"MTF2","FZD2","tf_regulation"
"THRB","MAP3K11","tf_regulation"
"MEIS1","PNPLA5","tf_regulation"
"NOTCH1","CLPP","receptor_regulation"
"E2F1","B3GNT9","tf_regulation"
"TCF12","ZGRF1","tf_regulation"
"JUN","SFR1","tf_regulation"
"MYB","FCAR","tf_regulation"
"ELK4","ARHGAP1","tf_regulation"
"YY1","EIF4G1","tf_regulation"
"ZNF384","EMC6","tf_regulation"
"EPAS1","CA9","tf_regulation"
"TGFBR2","DAND5","receptor_regulation"
"SP3","TERT","tf_regulation"
"RXRA","LOC389765","tf_regulation"
"NFIC","ABCA5","tf_regulation"
"ZBTB33","B9D1","tf_regulation"
"RUNX1","DHX37","tf_regulation"
"USF2","ZNF587","tf_regulation"
"PPARD","KIAA1614","tf_regulation"
"TCF3","UBTF","tf_regulation"
"MAX","LRWD1","tf_regulation"
"E2F7","LOC100128770","tf_regulation"
"TCF4","SIRPG","tf_regulation"
"KLF15","STK11IP","tf_regulation"
"USF2","LSM1","tf_regulation"
"STAT3","ETV6","tf_regulation"
"GATA1","MMP16","tf_regulation"
"USF1","VGF","tf_regulation"
"TFCP2L1","TXNDC11","tf_regulation"
"TP53","ACSF2","tf_regulation"
"HIVEP1","MEX3B","tf_regulation"
"ARID3A","ARPC5","tf_regulation"
"SP3","NEK9","tf_regulation"
"TCF3","MAPK4","tf_regulation"
"SP3","ADAMTS18","tf_regulation"
"SOX17","ARL2","tf_regulation"
"NR2F2","GEMIN7","tf_regulation"
"NFE2L2","TMEM151A","tf_regulation"
"HAND1","ENDOU","tf_regulation"
"VDR","RRBP1","receptor_regulation"
"TBP","ZNF45","tf_regulation"
"GATA3","GINS2","tf_regulation"
"NFKB1","NRXN3","tf_regulation"
"NR5A1","CD99L2","tf_regulation"
"YBX1","PAQR6","tf_regulation"
"IRF4","TTC31","tf_regulation"
"CEBPD","TSFM","tf_regulation"
"TCF12","KRTAP4-4","tf_regulation"
"NFE2L2","MYOD1","tf_regulation"
"ATF5","MIR3646","tf_regulation"
"TCF7","IRGQ","tf_regulation"
"MITF","ZNF114","tf_regulation"
"ATF4","USP19","tf_regulation"
"TCF12","IWS1","tf_regulation"
"IRF2","RTP2","tf_regulation"
"SOX9","MYO18A","tf_regulation"
"SOX2","RNF43","tf_regulation"
"NRL","PSENEN","tf_regulation"
"HOXA3","SLC16A6","tf_regulation"
"MXI1","CMTR1","tf_regulation"
"STAT5A","IL32","tf_regulation"
"IRF7","EP300","tf_regulation"
"POU2F1","DLGAP2","tf_regulation"
"MECOM","CACNA1D","tf_regulation"
"CTCF","SHMT2","tf_regulation"
"NRF1","ZNF32","tf_regulation"
"FOXP2","POGLUT1","tf_regulation"
"IKZF1","SLC26A1","tf_regulation"
"PBX1","COX6A2","tf_regulation"
"GATA2","ZC3HC1","tf_regulation"
"FOXC1","CDK15","tf_regulation"
"NR3C1","MROH9","tf_regulation"
"STAT3","ARL8B","tf_regulation"
"TCF3","NEK9","tf_regulation"
"ATF3","HSD17B4","tf_regulation"
"NFYA","ZBTB7A","tf_regulation"
"SOX11","BTN3A1","tf_regulation"
"CDX2","PADI3","tf_regulation"
"FOS","ZFP36L2","tf_regulation"
"POU2F2","MSC","tf_regulation"
"NANOG","SCN1A","tf_regulation"
"POU2F2","TMED9","tf_regulation"
"FOXO3","ANKRD44","tf_regulation"
"CDX2","RAP2B","tf_regulation"
"SREBF2","TCTN1","tf_regulation"
"REST","MINOS1-NBL1","tf_regulation"
"NR2F2","ZNF33B","tf_regulation"
"FOXM1","FAM185A","tf_regulation"
"MAX","HNRNPA3","tf_regulation"
"STAT6","TMC8","tf_regulation"
"RXRA","FOXD2","tf_regulation"
"MEIS1","CDK17","tf_regulation"
"MYC","HSPA4","tf_regulation"
"TFAP2C","FRMD6-AS1","tf_regulation"
"GATA2","OSM","tf_regulation"
"TCF3","NOX3","tf_regulation"
"MECOM","TNFSF14","tf_regulation"
"GATA2","CAMSAP2","tf_regulation"
"ATF2","IL11","tf_regulation"
"FOXC1","RAB36","tf_regulation"
"BHLHE40","LRTM2","tf_regulation"
"FOXP1","GGT7","tf_regulation"
"MAFK","RPL29","tf_regulation"
"REST","SLC9A7P1","tf_regulation"
"YY1","PRKAR1A","tf_regulation"
"BHLHE40","MRPL15","tf_regulation"
"IKZF1","LAYN","tf_regulation"
"NFE2","OSER1","tf_regulation"
"MET","PDE6H","receptor_regulation"
"TCF4","LRRFIP1","tf_regulation"
"TBP","PSMB8","tf_regulation"
"NR3C1","GSN","tf_regulation"
"EOMES","ZMIZ2","tf_regulation"
"MYBL2","ANXA5","tf_regulation"
"IRF8","CADM1","tf_regulation"
"TBP","STAP1","tf_regulation"
"NR5A2","FBLN5","tf_regulation"
"JUND","SNORD83B","tf_regulation"
"RELA","RPRD1B","tf_regulation"
"FOXA1","CER1","tf_regulation"
"ABCA1","DPPA2","receptor_regulation"
"STAT1","DCAF1","tf_regulation"
"ZBTB7A","DHPS","tf_regulation"
"USF2","BTBD7","tf_regulation"
"DDIT3","MRPL43","tf_regulation"
"SMAD4","SNORD38A","tf_regulation"
"NR3C1","PSG9","tf_regulation"
"IKZF1","SCHIP1","tf_regulation"
"GABPA","FAM168A","tf_regulation"
"E2F6","PIGT","tf_regulation"
"MXI1","PFDN6","tf_regulation"
"ZIC1","LAMC2","tf_regulation"
"SP4","PLS1","tf_regulation"
"FOXA1","ZNF333","tf_regulation"
"CTCF","SSSCA1","tf_regulation"
"MAX","HNRNPA1L2","tf_regulation"
"TFCP2L1","SPAG6","tf_regulation"
"HMGN3","ST3GAL3","tf_regulation"
"BATF","TRIP11","tf_regulation"
"USF2","SMCHD1","tf_regulation"
"CREB1","CACNB2","tf_regulation"
"THAP1","VAMP2","tf_regulation"
"REST","KIF26A","tf_regulation"
"SON","UBXN8","tf_regulation"
"GATA3","TLE6","tf_regulation"
"IRF4","PPM1M","tf_regulation"
"ATF3","HNRNPUL2-BSCL2","tf_regulation"
"STAT4","GPS2","tf_regulation"
"SREBF2","LYPLA1","tf_regulation"
"PRDM1","GABRA5","tf_regulation"
"FOXA2","LAMC2","tf_regulation"
"STAT5B","MAPKAPK3","tf_regulation"
"TFAP2C","AGPAT2","tf_regulation"
"ELF1","SLC7A5P2","tf_regulation"
"GATA2","AHCY","tf_regulation"
"ZNF384","GLIS2","tf_regulation"
"JUN","SNORD114-6","tf_regulation"
"MEF2A","COPS4","tf_regulation"
"EGR1","NHLH2","tf_regulation"
"NFE2L2","SNRNP48","tf_regulation"
"TCF4","TIMP4","tf_regulation"
"JUN","SFPQ","tf_regulation"
"GATA4","HSPA9","tf_regulation"
"RUNX1","PKDCC","tf_regulation"
"JUND","ENO1-AS1","tf_regulation"
"IRF1","AANAT","tf_regulation"
"PBX3","AQP5","tf_regulation"
"SP1","SCCPDH","tf_regulation"
"MXI1","COG7","tf_regulation"
"ELK1","IKBIP","tf_regulation"
"SOX10","SIGLEC1","tf_regulation"
"ZKSCAN1","ASB1","tf_regulation"
"TP53","SFXN3","tf_regulation"
"PITX2","TLR7","tf_regulation"
"FOXM1","E2F8","tf_regulation"
"NFYA","MAST1","tf_regulation"
"GATA2","ITGA2","tf_regulation"
"FOXP2","PTP4A1","tf_regulation"
"MITF","GALK1","tf_regulation"
"GATA3","CRISPLD2","tf_regulation"
"POU2F2","GP6","tf_regulation"
"TBP","PEX7","tf_regulation"
"RXRG","ACSL1","tf_regulation"
"YY1","TCERG1L","tf_regulation"
"STAT5B","EP300","tf_regulation"
"SMAD4","SERP1","tf_regulation"
"ELK4","MIR4453","tf_regulation"
"MXI1","CCDC169","tf_regulation"
"USF1","IGDCC4","tf_regulation"
"MYC","RPL36A-HNRNPH2","tf_regulation"
"TBP","DCLRE1C","tf_regulation"
"T","CHST15","tf_regulation"
"HOXA10","ITGB3","tf_regulation"
"GABPA","KBTBD3","tf_regulation"
"RUNX2","CLEC10A","tf_regulation"
"CEBPB","ITGAE","tf_regulation"
"GATA1","SLC25A35","tf_regulation"
"MYCN","ATXN7L2","tf_regulation"
"ZNF263","OXSR1","tf_regulation"
"ELK4","UBL7","tf_regulation"
"GATA2","ROGDI","tf_regulation"
"RUNX3","FAM204A","tf_regulation"
"MXI1","FAM220A","tf_regulation"
"YBX1","PALMD","tf_regulation"
"SNAI1","LRRC25","tf_regulation"
"FOXA1","HIST1H4J","tf_regulation"
"FOXA1","YARS2","tf_regulation"
"IRF1","PTMA","tf_regulation"
"ETV4","CLDN7","tf_regulation"
"CUX1","MGEA5","tf_regulation"
"SREBF2","TRAPPC3","tf_regulation"
"MYB","DLEU2","tf_regulation"
"FOXP2","POLM","tf_regulation"
"FOXP2","CLPP","tf_regulation"
"JUN","IRS2","tf_regulation"
"GATA3","CPS1-IT1","tf_regulation"
"PPARA","RNF19B","tf_regulation"
"ATF2","TMEM39A","tf_regulation"
"RXRA","MIR5093","tf_regulation"
"GATA6","FUS","tf_regulation"
"ALK","FCER1G","receptor_regulation"
"GATA4","MBD2","tf_regulation"
"CEBPA","CSF1","tf_regulation"
"SRF","ESPN","tf_regulation"
"ATF1","SUV39H1","tf_regulation"
"RXRA","STRADA","tf_regulation"
"BCL11A","FOXD4L4","tf_regulation"
"ETS2","DEFB132","tf_regulation"
"EBF1","DTNBP1","tf_regulation"
"ATF3","HAUS2","tf_regulation"
"ETS1","JARID2","tf_regulation"
"STAT3","CLLU1OS","tf_regulation"
"ZNF384","LOC283335","tf_regulation"
"MYOD1","GJA3","tf_regulation"
"HNF4A","RABL2B","tf_regulation"
"IGF1R","RASAL2","receptor_regulation"
"MXI1","CCDC122","tf_regulation"
"MYBL2","HIPK3","tf_regulation"
"NCOA1","CHN2","tf_regulation"
"NFIC","ALS2CL","tf_regulation"
"TCF7L2","ACADM","tf_regulation"
"SP4","HIST1H2AH","tf_regulation"
"MAX","SNORD116-19","tf_regulation"
"GATA6","OBSL1","tf_regulation"
"HIF1A","MKNK1","tf_regulation"
"BHLHE40","APOB","tf_regulation"
"STAT1","TEX14","tf_regulation"
"PAX5","CSAD","tf_regulation"
"MAFK","AQP4","tf_regulation"
"FOSL2","SUMO1","tf_regulation"
"ETS2","PKIA","tf_regulation"
"SP1","TFEB","tf_regulation"
"ELF1","ALOX5AP","tf_regulation"
"ZNF148","KCNIP3","tf_regulation"
"BACH1","FBXL20","tf_regulation"
"AR","NEXN-AS1","receptor_regulation"
"NR3C1","FOXL2","tf_regulation"
"NFYA","R3HDM1","tf_regulation"
"NFYA","ERCC2","tf_regulation"
"PAX5","HPD","tf_regulation"
"E2F6","IMMT","tf_regulation"
"NR3C1","NUP153","tf_regulation"
"FOSB","MIR29B2","tf_regulation"
"MXI1","PI16","tf_regulation"
"RELA","PNMT","tf_regulation"
"PAX5","RFX1","tf_regulation"
"CUX1","SETDB2","tf_regulation"
"FOXO4","CCDC71","tf_regulation"
"FOXC1","EIF4A1","tf_regulation"
"BHLHE40","RNF220","tf_regulation"
"ESRRB","EHD1","tf_regulation"
"BATF","LARS","tf_regulation"
"TCF12","ADK","tf_regulation"
"LEF1","ELAVL1","tf_regulation"
"FOXL1","ZNRD1","tf_regulation"
"SPI1","MGLL","tf_regulation"
"AR","ACTN2","receptor_regulation"
"FOXO4","MAF","tf_regulation"
"HIF1A","TGFBR1","tf_regulation"
"EGFR","BST1","receptor_regulation"
"GATA3","ARID5B","tf_regulation"
"NFIC","MYOG","tf_regulation"
"KLF4","RPL37A","tf_regulation"
"GATA1","ESRRG","tf_regulation"
"ESR1","GTF2B","receptor_regulation"
"CREM","RPGRIP1L","tf_regulation"
"GLIS3","PYY","tf_regulation"
"ZNF274","PRMT5","tf_regulation"
"PAX5","ADAMDEC1","tf_regulation"
"TAL1","STARD7","tf_regulation"
"FOXL1","LOC100128164","tf_regulation"
"FOXA2","EIF2AK3","tf_regulation"
"CREB1","PUSL1","tf_regulation"
"PAX5","ASB8","tf_regulation"
"NR0B1","FAM69B","tf_regulation"
"MET","HIST1H2AG","receptor_regulation"
"ZNF148","ZNF185","tf_regulation"
"NRF1","ESRP2","tf_regulation"
"NFE2L2","RHOA","tf_regulation"
"ZKSCAN1","HUS1","tf_regulation"
"PCGF2","IP6K2","tf_regulation"
"CTCF","ZNF17","tf_regulation"
"HMGN3","LRRC36","tf_regulation"
"SPI1","LAPTM5","tf_regulation"
"STAT3","NHEG1","tf_regulation"
"TP53","CAMK4","tf_regulation"
"YY1","ZNF568","tf_regulation"
"KDM5B","OTUD4","tf_regulation"
"CUX1","PRKCI","tf_regulation"
"NRF1","CRY2","tf_regulation"
"FOXA2","LEFTY1","tf_regulation"
"MYC","MAP2K1","tf_regulation"
"CUX1","KLK1","tf_regulation"
"ZNF281","MSANTD3","tf_regulation"
"GATA2","LOC100131347","tf_regulation"
"NFAT5","CSF2","tf_regulation"
"E2F1","TRIM39","tf_regulation"
"JUND","ADAT3","tf_regulation"
"MECP2","SIN3A","tf_regulation"
"SPI1","CHRNE","tf_regulation"
"JUND","TTC37","tf_regulation"
"ETS1","RAB43","tf_regulation"
"SP1","LOC100505622","tf_regulation"
"RUNX1","LHX2","tf_regulation"
"GABPA","PKMYT1","tf_regulation"
"ERG","PHF23","tf_regulation"
"RUNX3","SEC61A1","tf_regulation"
"PBX3","KLHL17","tf_regulation"
"USF1","PGRMC2","tf_regulation"
"MAX","FBXO24","tf_regulation"
"ATF2","TIGD2","tf_regulation"
"E2F5","PARD3","tf_regulation"
"TFEB","CAMKK1","tf_regulation"
"ERG","PCDH7","tf_regulation"
"PRDM1","ENDOD1","tf_regulation"
"SALL4","HRH2","tf_regulation"
"PRDM14","FAM160A1","tf_regulation"
"SP4","ZBTB37","tf_regulation"
"RUNX2","HNRNPUL1","tf_regulation"
"EGR1","GOLGA7","tf_regulation"
