"from","to","edge_type"
"CXCL11","LPAR2","directional"
"CXCL11","RXFP3","directional"
"CXCL11","HRH3","directional"
"CXCL11","PTGDR2","directional"
"TNFSF11","TRAF2","directional"
"NPFF","HCRTR1","directional"
"NPFF","HCRTR2","directional"
"NPFF","NTSR2","directional"
"NPFF","TACR2","directional"
"NPFF","EDNRB","directional"
"NPFF","FPR2","directional"
"NPFF","EDNRA","directional"
"NPFF","TACR1","directional"
"NPFF","F2R","directional"
"NPFF","HTR2A","directional"
"NPFF","HTR2C","directional"
"NPFF","NMBR","directional"
"NPFF","TACR3","directional"
"NPFF","BDKRB2","directional"
"NPFF","GRPR","directional"
"NPFF","AGTR1","directional"
"NPFF","OXTR","directional"
"NPFF","GNRHR","directional"
"NPFF","NTSR1","directional"
"NPFF","CCKAR","directional"
"NPFF","CCKBR","directional"
"NPFF","TRHR","directional"
"NPFF","HRH1","directional"
"NPFF","AVPR1A","directional"
"NPFF","HTR2B","directional"
"NPFF","XCR1","directional"
"NPFF","BDKRB1","directional"
"NPFF","GCGR","directional"
"NPFF","AVPR1B","directional"
"NPFF","F2RL1","directional"
"NPFF","NPSR1","directional"
"NPFF","PROKR2","directional"
"NPFF","PROKR1","directional"
"NPFF","LPAR1","directional"
"NPFF","GHSR","directional"
"NPFF","KISS1R","directional"
"NPFF","QRFPR","directional"
"NPFF","F2RL3","directional"
"NPFF","LPAR4","directional"
"NPFF","MCHR1","directional"
"NPFF","NMUR2","directional"
"NPFF","NMUR1","directional"
"NPFF","LPAR2","directional"
"NPFF","UTS2R","directional"
"CCL25","GALR2","directional"
"CCL25","GALR3","directional"
"CCL25","HTR1A","directional"
"CCL25","FPR1","directional"
"CCL25","C5AR1","directional"
"CCL25","CXCR1","directional"
"CCL25","CXCR2","directional"
"CCL25","FPR2","directional"
"CCL25","ACKR3","directional"
"CCL25","NPY1R","directional"
"CCL25","HTR1D","directional"
"CCL25","HTR1B","directional"
"CCL25","BDKRB2","directional"
"CCL25","SSTR1","directional"
"CCL25","SSTR2","directional"
"CCL25","HTR1F","directional"
"CCL25","SSTR4","directional"
"CCL25","CCR1","directional"
"CCL25","CCR7","directional"
"CCL25","CXCR5","directional"
"CCL25","SSTR3","directional"
"CCL25","SSTR5","directional"
"CCL25","OPRM1","directional"
"CCL25","APLNR","directional"
"CCL25","OPRD1","directional"
"CCL25","OPRK1","directional"
"CCL25","OPRL1","directional"
"CCL25","CCR2","directional"
"CCL25","BDKRB1","directional"
"CCL25","GALR1","directional"
"CCL25","HTR5A","directional"
"CCL25","MTNR1A","directional"
"CCL25","NPBWR1","directional"
"CCL25","NPY2R","directional"
"CCL25","MTNR1B","directional"
"CCL25","CXCR3","directional"
"CCL25","AGTR2","directional"
"CCL25","NPY4R","directional"
"CCL25","CCR3","directional"
"CCL25","CCR4","directional"
"CCL25","CCR5","directional"
"CCL25","CCR6","directional"
"CCL25","CCR8","directional"
"CCL25","CXCR4","directional"
"CCL25","GRM4","directional"
"CCL25","P2RY14","directional"
"CCL25","NPY5R","directional"
"CCL25","C3AR1","directional"
"CCL25","RXFP4","directional"
"CCL25","LPAR1","directional"
"CCL25","MCHR1","directional"
"CCL25","NMUR2","directional"
"CCL25","HRH4","directional"
"CCL25","NMUR1","directional"
"CCL25","LPAR2","directional"
"CCL25","RXFP3","directional"
"CCL25","HRH3","directional"
"CCL25","PTGDR2","directional"
"DHH","SMO","directional"
"TNFSF12","TRAF2","directional"
"HCRT","NTSR2","directional"
"HCRT","TACR2","directional"
"HCRT","EDNRB","directional"
"HCRT","FPR2","directional"
"HCRT","EDNRA","directional"
"HCRT","TACR1","directional"
"HCRT","F2R","directional"
"HCRT","HTR2A","directional"
"HCRT","HTR2C","directional"
"HCRT","NMBR","directional"
"HCRT","TACR3","directional"
"HCRT","BDKRB2","directional"
"HCRT","GRPR","directional"
"HCRT","AGTR1","directional"
"HCRT","OXTR","directional"
"HCRT","GNRHR","directional"
"HCRT","NTSR1","directional"
"HCRT","CCKAR","directional"
"HCRT","CCKBR","directional"
"HCRT","TRHR","directional"
"HCRT","HRH1","directional"
"HCRT","AVPR1A","directional"
"HCRT","HTR2B","directional"
"HCRT","XCR1","directional"
"HCRT","BDKRB1","directional"
"HCRT","GCGR","directional"
"HCRT","AVPR1B","directional"
"HCRT","F2RL1","directional"
"HCRT","NPSR1","directional"
"HCRT","PROKR2","directional"
"HCRT","PROKR1","directional"
"HCRT","LPAR1","directional"
"HCRT","GHSR","directional"
"HCRT","KISS1R","directional"
"HCRT","QRFPR","directional"
"HCRT","F2RL3","directional"
"HCRT","LPAR4","directional"
"HCRT","MCHR1","directional"
"HCRT","NMUR2","directional"
"HCRT","NPFFR1","directional"
"HCRT","NMUR1","directional"
"HCRT","LPAR2","directional"
"HCRT","UTS2R","directional"
"EFNA2","EPHB2","directional"
"EFNA2","TGFBR1","directional"
"EFNA2","EPHB3","directional"
"EFNA2","EPHB4","directional"
"EFNA2","EPHB1","directional"
"CXCL13","GALR3","directional"
"CXCL13","HTR1A","directional"
"CXCL13","FPR1","directional"
"CXCL13","C5AR1","directional"
"CXCL13","CXCR1","directional"
"CXCL13","CXCR2","directional"
"CXCL13","FPR2","directional"
"CXCL13","ACKR3","directional"
"CXCL13","NPY1R","directional"
"CXCL13","HTR1D","directional"
"CXCL13","HTR1B","directional"
"CXCL13","BDKRB2","directional"
"CXCL13","SSTR1","directional"
"CXCL13","SSTR2","directional"
"CXCL13","HTR1F","directional"
"CXCL13","SSTR4","directional"
"CXCL13","CCR1","directional"
"CXCL13","CCR7","directional"
"CXCL13","SSTR3","directional"
"CXCL13","SSTR5","directional"
"CXCL13","OPRM1","directional"
"CXCL13","APLNR","directional"
"CXCL13","OPRD1","directional"
"CXCL13","OPRK1","directional"
"CXCL13","OPRL1","directional"
"CXCL13","CCR2","directional"
"CXCL13","BDKRB1","directional"
"CXCL13","GALR1","directional"
"CXCL13","HTR5A","directional"
"CXCL13","MTNR1A","directional"
"CXCL13","NPBWR1","directional"
"CXCL13","NPY2R","directional"
"CXCL13","MTNR1B","directional"
"CXCL13","AGTR2","directional"
"CXCL13","NPY4R","directional"
"CXCL13","CCR3","directional"
"CXCL13","CCR4","directional"
"CXCL13","CCR5","directional"
"CXCL13","CCR6","directional"
"CXCL13","CCR8","directional"
"CXCL13","CCR9","directional"
"CXCL13","CXCR4","directional"
"CXCL13","GRM4","directional"
"CXCL13","P2RY14","directional"
"CXCL13","NPY5R","directional"
"CXCL13","C3AR1","directional"
"CXCL13","RXFP4","directional"
"CXCL13","LPAR1","directional"
"CXCL13","MCHR1","directional"
"CXCL13","NMUR2","directional"
"CXCL13","HRH4","directional"
"CXCL13","NMUR1","directional"
"CXCL13","LPAR2","directional"
"CXCL13","RXFP3","directional"
"CXCL13","HRH3","directional"
"CXCL13","PTGDR2","directional"
"PSPN","GFRA3","directional"
"PSPN","GFRA1","directional"
"SLIT1","DCC","directional"
"SEMA7A","ITGA1","directional"
"SLIT2","DCC","directional"
"SLIT2","PTCH1","directional"
"SLIT2","ROBO3","directional"
"GDF11","TGFBR1","directional"
"GDF11","ACVR1C","directional"
"UTS2","NTSR2","directional"
"UTS2","TACR2","directional"
"UTS2","EDNRB","directional"
"UTS2","FPR2","directional"
"UTS2","EDNRA","directional"
"UTS2","TACR1","directional"
"UTS2","F2R","directional"
"UTS2","HTR2A","directional"
"UTS2","HTR2C","directional"
"UTS2","NMBR","directional"
"UTS2","TACR3","directional"
"UTS2","BDKRB2","directional"
"UTS2","GRPR","directional"
"UTS2","AGTR1","directional"
"UTS2","OXTR","directional"
"UTS2","GNRHR","directional"
"UTS2","NTSR1","directional"
"UTS2","CCKAR","directional"
"UTS2","CCKBR","directional"
"UTS2","TRHR","directional"
"UTS2","HRH1","directional"
"UTS2","AVPR1A","directional"
"UTS2","HTR2B","directional"
"UTS2","XCR1","directional"
"UTS2","BDKRB1","directional"
"UTS2","GCGR","directional"
"UTS2","AVPR1B","directional"
"UTS2","F2RL1","directional"
"UTS2","NPSR1","directional"
"UTS2","PROKR2","directional"
"UTS2","PROKR1","directional"
"UTS2","LPAR1","directional"
"UTS2","GHSR","directional"
"UTS2","KISS1R","directional"
"UTS2","QRFPR","directional"
"UTS2","F2RL3","directional"
"UTS2","LPAR4","directional"
"UTS2","MCHR1","directional"
"UTS2","NMUR2","directional"
"UTS2","NPFFR1","directional"
"UTS2","NMUR1","directional"
"UTS2","LPAR2","directional"
"UTS2","NPFFR2","directional"
"NTN1","ITGB4","directional"
"NTN1","ITGA6","directional"
"NTN1","ACVR1B","directional"
"NTN1","TGFBR1","directional"
"NTN1","NOTCH1","directional"
"NTN1","NOTCH2","directional"
"NTN1","PTCH1","directional"
"NTN1","UNC5A","directional"
"NTN1","ACVR1C","directional"
"NTN1","ROBO2","directional"
"NTN1","NOTCH3","directional"
"NTN1","PTCH2","directional"
"WNT11","FZD1","directional"
"F2","GP1BB","directional"
"F2","GP9","directional"
"F2","TACR2","directional"
"F2","EDNRB","directional"
"F2","FPR2","directional"
"F2","EDNRA","directional"
"F2","TACR1","directional"
"F2","HTR2A","directional"
"F2","HTR2C","directional"
"F2","NMBR","directional"
"F2","TACR3","directional"
"F2","BDKRB2","directional"
"F2","GRPR","directional"
"F2","AGTR1","directional"
"F2","OXTR","directional"
"F2","GNRHR","directional"
"F2","NTSR1","directional"
"F2","CCKAR","directional"
"F2","CCKBR","directional"
"F2","TRHR","directional"
"F2","HRH1","directional"
"F2","AVPR1A","directional"
"F2","HTR2B","directional"
"F2","XCR1","directional"
"F2","BDKRB1","directional"
"F2","GCGR","directional"
"F2","AVPR1B","directional"
"F2","NPSR1","directional"
"F2","PROKR2","directional"
"F2","PROKR1","directional"
"F2","LPAR1","directional"
"F2","GHSR","directional"
"F2","KISS1R","directional"
"F2","QRFPR","directional"
"F2","LPAR4","directional"
"F2","MCHR1","directional"
"F2","NMUR2","directional"
"F2","NPFFR1","directional"
"F2","NMUR1","directional"
"F2","LPAR2","directional"
"F2","UTS2R","directional"
"F2","PROCR","directional"
"F2","NPFFR2","directional"
"F9","GP1BA","directional"
"F9","GP1BB","directional"
"F9","F3","directional"
"F9","GP9","directional"
"F9","GP5","directional"
"PLG","MET","directional"
"PLG","PLAUR","directional"
"PLAU","CD44","directional"
"AGT","HTR1A","directional"
"AGT","TACR2","directional"
"AGT","FPR1","directional"
"AGT","C5AR1","directional"
"AGT","EDNRB","directional"
"AGT","CXCR1","directional"
"AGT","CXCR2","directional"
"AGT","FPR2","directional"
"AGT","EDNRA","directional"
"AGT","TACR1","directional"
"AGT","ACKR3","directional"
"AGT","F2R","directional"
"AGT","NPY1R","directional"
"AGT","HTR1D","directional"
"AGT","HTR1B","directional"
"AGT","HTR2A","directional"
"AGT","HTR2C","directional"
"AGT","NMBR","directional"
"AGT","TACR3","directional"
"AGT","BDKRB2","directional"
"AGT","GRPR","directional"
"AGT","OXTR","directional"
"AGT","SSTR1","directional"
"AGT","SSTR2","directional"
"AGT","HTR1F","directional"
"AGT","GNRHR","directional"
"AGT","NTSR1","directional"
"AGT","SSTR4","directional"
"AGT","CCKAR","directional"
"AGT","CCKBR","directional"
"AGT","CCR1","directional"
"AGT","CCR7","directional"
"AGT","CXCR5","directional"
"AGT","SSTR3","directional"
"AGT","TRHR","directional"
"AGT","SSTR5","directional"
"AGT","HRH1","directional"
"AGT","OPRM1","directional"
"AGT","APLNR","directional"
"AGT","AVPR1A","directional"
"AGT","OPRD1","directional"
"AGT","OPRK1","directional"
"AGT","OPRL1","directional"
"AGT","HTR2B","directional"
"AGT","CCR2","directional"
"AGT","CCR10","directional"
"AGT","XCR1","directional"
"AGT","BDKRB1","directional"
"AGT","GALR1","directional"
"AGT","GCGR","directional"
"AGT","HTR5A","directional"
"AGT","AVPR1B","directional"
"AGT","MTNR1A","directional"
"AGT","NPBWR1","directional"
"AGT","NPY2R","directional"
"AGT","MTNR1B","directional"
"AGT","CXCR3","directional"
"AGT","NPY4R","directional"
"AGT","CCR3","directional"
"AGT","CCR4","directional"
"AGT","CCR5","directional"
"AGT","CCR6","directional"
"AGT","CCR8","directional"
"AGT","CCR9","directional"
"AGT","F2RL1","directional"
"AGT","CXCR4","directional"
"AGT","GRM4","directional"
"AGT","P2RY14","directional"
"AGT","NPY5R","directional"
"AGT","C3AR1","directional"
"AGT","NPSR1","directional"
"AGT","PROKR2","directional"
"AGT","PROKR1","directional"
"AGT","RXFP4","directional"
"AGT","LPAR1","directional"
"AGT","GHSR","directional"
"AGT","KISS1R","directional"
"AGT","QRFPR","directional"
"AGT","F2RL3","directional"
"AGT","LPAR4","directional"
"AGT","MCHR1","directional"
"AGT","NMUR2","directional"
"AGT","NPFFR1","directional"
"AGT","HRH4","directional"
"AGT","NMUR1","directional"
"AGT","LPAR2","directional"
"AGT","RXFP3","directional"
"AGT","UTS2R","directional"
"AGT","HRH3","directional"
"AGT","NPFFR2","directional"
"AGT","PTGDR2","directional"
"A2M","TYRO3","directional"
"C3","HTR1A","directional"
"C3","FPR1","directional"
"C3","C5AR1","directional"
"C3","CXCR1","directional"
"C3","CXCR2","directional"
"C3","FPR2","directional"
"C3","ACKR3","directional"
"C3","NPY1R","directional"
"C3","HTR1D","directional"
"C3","HTR1B","directional"
"C3","BDKRB2","directional"
"C3","SSTR1","directional"
"C3","SSTR2","directional"
"C3","HTR1F","directional"
"C3","SSTR4","directional"
"C3","CCR1","directional"
"C3","CCR7","directional"
"C3","CXCR5","directional"
"C3","SSTR3","directional"
"C3","SSTR5","directional"
"C3","OPRM1","directional"
"C3","APLNR","directional"
"C3","OPRD1","directional"
"C3","OPRK1","directional"
"C3","OPRL1","directional"
"C3","CCR2","directional"
"C3","CCR10","directional"
"C3","BDKRB1","directional"
"C3","GALR1","directional"
"C3","HTR5A","directional"
"C3","MTNR1A","directional"
"C3","NPBWR1","directional"
"C3","NPY2R","directional"
"C3","MTNR1B","directional"
"C3","CXCR3","directional"
"C3","AGTR2","directional"
"C3","NPY4R","directional"
"C3","CCR3","directional"
"C3","CCR4","directional"
"C3","CCR5","directional"
"C3","CCR6","directional"
"C3","CCR8","directional"
"C3","CCR9","directional"
"C3","CXCR4","directional"
"C3","GRM4","directional"
"C3","P2RY14","directional"
"C3","NPY5R","directional"
"C3","RXFP4","directional"
"C3","LPAR1","directional"
"C3","MCHR1","directional"
"C3","NMUR2","directional"
"C3","HRH4","directional"
"C3","NMUR1","directional"
"C3","LPAR2","directional"
"C3","RXFP3","directional"
"C3","HRH3","directional"
"C3","PTGDR2","directional"
"C5","HTR1A","directional"
"C5","FPR1","directional"
"C5","CXCR1","directional"
"C5","CXCR2","directional"
"C5","FPR2","directional"
"C5","ACKR3","directional"
"C5","NPY1R","directional"
"C5","HTR1D","directional"
"C5","HTR1B","directional"
"C5","BDKRB2","directional"
"C5","SSTR1","directional"
"C5","SSTR2","directional"
"C5","HTR1F","directional"
"C5","SSTR4","directional"
"C5","CCR1","directional"
"C5","CCR7","directional"
"C5","CXCR5","directional"
"C5","SSTR3","directional"
"C5","SSTR5","directional"
"C5","OPRM1","directional"
"C5","APLNR","directional"
"C5","OPRD1","directional"
"C5","OPRK1","directional"
"C5","OPRL1","directional"
"C5","CCR2","directional"
"C5","CCR10","directional"
"C5","BDKRB1","directional"
"C5","GALR1","directional"
"C5","HTR5A","directional"
"C5","MTNR1A","directional"
"C5","NPBWR1","directional"
"C5","NPY2R","directional"
"C5","MTNR1B","directional"
"C5","CXCR3","directional"
"C5","AGTR2","directional"
"C5","NPY4R","directional"
"C5","CCR3","directional"
"C5","CCR4","directional"
"C5","CCR5","directional"
"C5","CCR6","directional"
"C5","CCR8","directional"
"C5","CCR9","directional"
"C5","CXCR4","directional"
"C5","GRM4","directional"
"C5","P2RY14","directional"
"C5","NPY5R","directional"
"C5","C3AR1","directional"
"C5","RXFP4","directional"
"C5","LPAR1","directional"
"C5","MCHR1","directional"
"C5","NMUR2","directional"
"C5","HRH4","directional"
"C5","NMUR1","directional"
"C5","LPAR2","directional"
"C5","RXFP3","directional"
"C5","HRH3","directional"
"C5","PTGDR2","directional"
"KNG1","HTR1A","directional"
"KNG1","TACR2","directional"
"KNG1","FPR1","directional"
"KNG1","C5AR1","directional"
"KNG1","EDNRB","directional"
"KNG1","CXCR1","directional"
"KNG1","CXCR2","directional"
"KNG1","FPR2","directional"
"KNG1","EDNRA","directional"
"KNG1","TACR1","directional"
"KNG1","ACKR3","directional"
"KNG1","F2R","directional"
"KNG1","NPY1R","directional"
"KNG1","HTR1D","directional"
"KNG1","HTR1B","directional"
"KNG1","HTR2A","directional"
"KNG1","HTR2C","directional"
"KNG1","NMBR","directional"
"KNG1","TACR3","directional"
"KNG1","GRPR","directional"
"KNG1","AGTR1","directional"
"KNG1","OXTR","directional"
"KNG1","SSTR1","directional"
"KNG1","SSTR2","directional"
"KNG1","HTR1F","directional"
"KNG1","GNRHR","directional"
"KNG1","NTSR1","directional"
"KNG1","SSTR4","directional"
"KNG1","CCKAR","directional"
"KNG1","CCKBR","directional"
"KNG1","CCR1","directional"
"KNG1","CCR7","directional"
"KNG1","CXCR5","directional"
"KNG1","SSTR3","directional"
"KNG1","TRHR","directional"
"KNG1","SSTR5","directional"
"KNG1","HRH1","directional"
"KNG1","OPRM1","directional"
"KNG1","APLNR","directional"
"KNG1","AVPR1A","directional"
"KNG1","OPRD1","directional"
"KNG1","OPRK1","directional"
"KNG1","OPRL1","directional"
"KNG1","HTR2B","directional"
"KNG1","CCR2","directional"
"KNG1","CCR10","directional"
"KNG1","XCR1","directional"
"KNG1","GALR1","directional"
"KNG1","GCGR","directional"
"KNG1","HTR5A","directional"
"KNG1","AVPR1B","directional"
"KNG1","MTNR1A","directional"
"KNG1","NPBWR1","directional"
"KNG1","NPY2R","directional"
"KNG1","MTNR1B","directional"
"KNG1","CXCR3","directional"
"KNG1","AGTR2","directional"
"KNG1","NPY4R","directional"
"KNG1","CCR3","directional"
"KNG1","CCR4","directional"
"KNG1","CCR5","directional"
"KNG1","CCR6","directional"
"KNG1","CCR8","directional"
"KNG1","CCR9","directional"
"KNG1","F2RL1","directional"
"KNG1","CXCR4","directional"
"KNG1","GRM4","directional"
"KNG1","P2RY14","directional"
"KNG1","NPY5R","directional"
"KNG1","C3AR1","directional"
"KNG1","NPSR1","directional"
"KNG1","PROKR2","directional"
"KNG1","PROKR1","directional"
"KNG1","LPAR1","directional"
"KNG1","GHSR","directional"
"KNG1","KISS1R","directional"
"KNG1","QRFPR","directional"
"KNG1","F2RL3","directional"
"KNG1","LPAR4","directional"
"KNG1","MCHR1","directional"
"KNG1","NMUR2","directional"
"KNG1","NPFFR1","directional"
"KNG1","HRH4","directional"
"KNG1","NMUR1","directional"
"KNG1","LPAR2","directional"
"KNG1","RXFP3","directional"
"KNG1","UTS2R","directional"
"KNG1","HRH3","directional"
"KNG1","NPFFR2","directional"
"KNG1","PTGDR2","directional"
"EGF","CD4","directional"
"EGF","TFRC","directional"
"EGF","IGF2R","directional"
"EGF","AVPR2","directional"
"EGF","LRP2","directional"
"EGF","ERBB4","directional"
"EGF","FZD4","directional"
"TGFB1","ITGB3","directional"
"TGFB1","ITGB5","directional"
"TGFB1","ITGA8","directional"
"TGFB1","BAMBI","directional"
"NGF","NCSTN","directional"
"GNRH1","TACR2","directional"
"GNRH1","EDNRB","directional"
"GNRH1","FPR2","directional"
"GNRH1","EDNRA","directional"
"GNRH1","TACR1","directional"
"GNRH1","F2R","directional"
"GNRH1","HTR2A","directional"
"GNRH1","HTR2C","directional"
"GNRH1","NMBR","directional"
"GNRH1","TACR3","directional"
"GNRH1","BDKRB2","directional"
"GNRH1","GRPR","directional"
"GNRH1","AGTR1","directional"
"GNRH1","OXTR","directional"
"GNRH1","NTSR1","directional"
"GNRH1","CCKAR","directional"
"GNRH1","CCKBR","directional"
"GNRH1","TRHR","directional"
"GNRH1","HRH1","directional"
"GNRH1","AVPR1A","directional"
"GNRH1","HTR2B","directional"
"GNRH1","XCR1","directional"
"GNRH1","BDKRB1","directional"
"GNRH1","GCGR","directional"
"GNRH1","AVPR1B","directional"
"GNRH1","F2RL1","directional"
"GNRH1","NPSR1","directional"
"GNRH1","PROKR2","directional"
"GNRH1","PROKR1","directional"
"GNRH1","LPAR1","directional"
"GNRH1","GHSR","directional"
"GNRH1","KISS1R","directional"
"GNRH1","QRFPR","directional"
"GNRH1","F2RL3","directional"
"GNRH1","LPAR4","directional"
"GNRH1","MCHR1","directional"
"GNRH1","NMUR2","directional"
"GNRH1","NPFFR1","directional"
"GNRH1","NMUR1","directional"
"GNRH1","LPAR2","directional"
"GNRH1","UTS2R","directional"
"GNRH1","NPFFR2","directional"
"OXT","TACR2","directional"
"OXT","EDNRB","directional"
"OXT","FPR2","directional"
"OXT","EDNRA","directional"
"OXT","TACR1","directional"
"OXT","F2R","directional"
"OXT","HTR2A","directional"
"OXT","HTR2C","directional"
"OXT","NMBR","directional"
"OXT","TACR3","directional"
"OXT","BDKRB2","directional"
"OXT","GRPR","directional"
"OXT","AGTR1","directional"
"OXT","GNRHR","directional"
"OXT","NTSR1","directional"
"OXT","CCKAR","directional"
"OXT","CCKBR","directional"
"OXT","TRHR","directional"
"OXT","HRH1","directional"
"OXT","HTR2B","directional"
"OXT","XCR1","directional"
"OXT","BDKRB1","directional"
"OXT","GCGR","directional"
"OXT","F2RL1","directional"
"OXT","NPSR1","directional"
"OXT","PROKR2","directional"
"OXT","PROKR1","directional"
"OXT","LPAR1","directional"
"OXT","GHSR","directional"
"OXT","KISS1R","directional"
"OXT","QRFPR","directional"
"OXT","F2RL3","directional"
"OXT","LPAR4","directional"
"OXT","MCHR1","directional"
"OXT","NMUR2","directional"
"OXT","NPFFR1","directional"
"OXT","NMUR1","directional"
"OXT","LPAR2","directional"
"OXT","UTS2R","directional"
"OXT","NPFFR2","directional"
"AVP","CD4","directional"
"AVP","TFRC","directional"
"AVP","IGF2R","directional"
"AVP","TSHR","directional"
"AVP","TACR2","directional"
"AVP","LHCGR","directional"
"AVP","FSHR","directional"
"AVP","EDNRB","directional"
"AVP","HRH2","directional"
"AVP","FPR2","directional"
"AVP","EDNRA","directional"
"AVP","TACR1","directional"
"AVP","F2R","directional"
"AVP","HTR2A","directional"
"AVP","HTR2C","directional"
"AVP","NMBR","directional"
"AVP","TACR3","directional"
"AVP","BDKRB2","directional"
"AVP","GRPR","directional"
"AVP","AGTR1","directional"
"AVP","GNRHR","directional"
"AVP","CALCR","directional"
"AVP","NTSR1","directional"
"AVP","CCKAR","directional"
"AVP","CCKBR","directional"
"AVP","VIPR1","directional"
"AVP","MC4R","directional"
"AVP","MC5R","directional"
"AVP","HTR7","directional"
"AVP","TRHR","directional"
"AVP","CRHR1","directional"
"AVP","HRH1","directional"
"AVP","ADCYAP1R1","directional"
"AVP","VIPR2","directional"
"AVP","HTR2B","directional"
"AVP","MC3R","directional"
"AVP","GLP1R","directional"
"AVP","XCR1","directional"
"AVP","BDKRB1","directional"
"AVP","GCGR","directional"
"AVP","SCTR","directional"
"AVP","GIPR","directional"
"AVP","PTH2R","directional"
"AVP","HTR6","directional"
"AVP","F2RL1","directional"
"AVP","LRP2","directional"
"AVP","MC2R","directional"
"AVP","MC1R","directional"
"AVP","GHRHR","directional"
"AVP","PTH1R","directional"
"AVP","CRHR2","directional"
"AVP","HTR4","directional"
"AVP","CALCRL","directional"
"AVP","NPSR1","directional"
"AVP","PROKR2","directional"
"AVP","PROKR1","directional"
"AVP","RXFP2","directional"
"AVP","LPAR1","directional"
"AVP","GHSR","directional"
"AVP","KISS1R","directional"
"AVP","QRFPR","directional"
"AVP","F2RL3","directional"
"AVP","LPAR4","directional"
"AVP","MCHR1","directional"
"AVP","NMUR2","directional"
"AVP","NPFFR1","directional"
"AVP","NMUR1","directional"
"AVP","LPAR2","directional"
"AVP","RXFP1","directional"
"AVP","UTS2R","directional"
"AVP","FZD4","directional"
"AVP","NPFFR2","directional"
"POMC","HTR1A","directional"
"POMC","TSHR","directional"
"POMC","FPR1","directional"
"POMC","C5AR1","directional"
"POMC","LHCGR","directional"
"POMC","FSHR","directional"
"POMC","HRH2","directional"
"POMC","CXCR1","directional"
"POMC","CXCR2","directional"
"POMC","FPR2","directional"
"POMC","ACKR3","directional"
"POMC","NPY1R","directional"
"POMC","HTR1D","directional"
"POMC","HTR1B","directional"
"POMC","BDKRB2","directional"
"POMC","AVPR2","directional"
"POMC","SSTR1","directional"
"POMC","SSTR2","directional"
"POMC","HTR1F","directional"
"POMC","CALCR","directional"
"POMC","SSTR4","directional"
"POMC","VIPR1","directional"
"POMC","CCR1","directional"
"POMC","CCR7","directional"
"POMC","CXCR5","directional"
"POMC","SSTR3","directional"
"POMC","HTR7","directional"
"POMC","CRHR1","directional"
"POMC","SSTR5","directional"
"POMC","APLNR","directional"
"POMC","OPRL1","directional"
"POMC","ADCYAP1R1","directional"
"POMC","VIPR2","directional"
"POMC","CCR2","directional"
"POMC","GLP1R","directional"
"POMC","CCR10","directional"
"POMC","BDKRB1","directional"
"POMC","GALR1","directional"
"POMC","GCGR","directional"
"POMC","SCTR","directional"
"POMC","HTR5A","directional"
"POMC","MTNR1A","directional"
"POMC","NPBWR1","directional"
"POMC","GIPR","directional"
"POMC","NPY2R","directional"
"POMC","PTH2R","directional"
"POMC","MTNR1B","directional"
"POMC","CXCR3","directional"
"POMC","AGTR2","directional"
"POMC","NPY4R","directional"
"POMC","HTR6","directional"
"POMC","CCR3","directional"
"POMC","CCR4","directional"
"POMC","CCR5","directional"
"POMC","CCR6","directional"
"POMC","CCR8","directional"
"POMC","CCR9","directional"
"POMC","CXCR4","directional"
"POMC","GHRHR","directional"
"POMC","PTH1R","directional"
"POMC","CRHR2","directional"
"POMC","HTR4","directional"
"POMC","GRM4","directional"
"POMC","P2RY14","directional"
"POMC","NPY5R","directional"
"POMC","C3AR1","directional"
"POMC","CALCRL","directional"
"POMC","NPSR1","directional"
"POMC","RXFP4","directional"
"POMC","RXFP2","directional"
"POMC","LPAR1","directional"
"POMC","MCHR1","directional"
"POMC","NMUR2","directional"
"POMC","HRH4","directional"
"POMC","NMUR1","directional"
"POMC","LPAR2","directional"
"POMC","RXFP1","directional"
"POMC","RXFP3","directional"
"POMC","HRH3","directional"
"POMC","PTGDR2","directional"
"PENK","HTR1A","directional"
"PENK","FPR1","directional"
"PENK","C5AR1","directional"
"PENK","CXCR1","directional"
"PENK","CXCR2","directional"
"PENK","FPR2","directional"
"PENK","ACKR3","directional"
"PENK","NPY1R","directional"
"PENK","HTR1D","directional"
"PENK","HTR1B","directional"
"PENK","BDKRB2","directional"
"PENK","SSTR1","directional"
"PENK","SSTR2","directional"
"PENK","HTR1F","directional"
"PENK","SSTR4","directional"
"PENK","CCR1","directional"
"PENK","CCR7","directional"
"PENK","CXCR5","directional"
"PENK","SSTR3","directional"
"PENK","SSTR5","directional"
"PENK","APLNR","directional"
"PENK","CCR2","directional"
"PENK","CCR10","directional"
"PENK","BDKRB1","directional"
"PENK","GALR1","directional"
"PENK","HTR5A","directional"
"PENK","MTNR1A","directional"
"PENK","NPBWR1","directional"
"PENK","NPY2R","directional"
"PENK","MTNR1B","directional"
"PENK","CXCR3","directional"
"PENK","AGTR2","directional"
"PENK","NPY4R","directional"
"PENK","CCR3","directional"
"PENK","CCR4","directional"
"PENK","CCR5","directional"
"PENK","CCR6","directional"
"PENK","CCR8","directional"
"PENK","CCR9","directional"
"PENK","CXCR4","directional"
"PENK","GRM4","directional"
"PENK","P2RY14","directional"
"PENK","NPY5R","directional"
"PENK","C3AR1","directional"
"PENK","RXFP4","directional"
"PENK","LPAR1","directional"
"PENK","MCHR1","directional"
"PENK","NMUR2","directional"
"PENK","HRH4","directional"
"PENK","NMUR1","directional"
